label,ip_len,total_len,proto,tos,tcp_offset,max_packet_len,min_packet_len,max_ipd,min_ipd,last ipd
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,39.0,0.0,0.0
0,5.0,1514.0,6.0,0.0,5.0,1514.0,54.0,2.0,0.0,2.0
1,5.0,119.0,6.0,0.0,8.0,1494.0,66.0,852.0,0.0,10.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,1875.0,0.0,0.0
0,5.0,392.0,6.0,0.0,5.0,1514.0,54.0,5.0,0.0,0.0
1,5.0,1213.0,6.0,0.0,8.0,1494.0,66.0,14.0,2.0,14.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1530.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,2036.0,0.0,254.0
1,5.0,54.0,6.0,0.0,5.0,985.0,54.0,337.0,0.0,337.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,2165.0,0.0,2.0
2,5.0,52.0,17.0,0.0,0.0,1074.0,51.0,617.0,0.0,98.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,987.0,0.0,0.0
2,5.0,244.0,6.0,0.0,8.0,780.0,66.0,968.0,13.0,13.0
1,5.0,1475.0,6.0,0.0,8.0,1514.0,66.0,289.0,0.0,0.0
1,5.0,54.0,6.0,0.0,5.0,933.0,54.0,0.0,0.0,0.0
0,5.0,156.0,6.0,0.0,8.0,1474.0,66.0,1096.0,0.0,601.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,268.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,935.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,1229.0,0.0,74.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,717.0,0.0,5.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,885.0,0.0,229.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,882.0,0.0,0.0
2,5.0,54.0,17.0,0.0,0.0,1074.0,52.0,591.0,0.0,55.0
1,5.0,117.0,6.0,0.0,8.0,1514.0,66.0,562.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,857.0,0.0,48.0
1,5.0,117.0,6.0,0.0,8.0,1514.0,66.0,376.0,0.0,0.0
1,5.0,690.0,6.0,0.0,5.0,1514.0,54.0,2.0,0.0,0.0
2,5.0,142.0,17.0,0.0,0.0,1422.0,142.0,1183.0,0.0,10.0
2,5.0,172.0,6.0,0.0,5.0,1514.0,54.0,1060.0,0.0,7.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,426.0,0.0,265.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,1212.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1510.0,66.0,1284.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,511.0,0.0,0.0
1,5.0,93.0,6.0,0.0,8.0,1484.0,66.0,997.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,394.0,0.0,284.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,972.0,0.0,0.0
1,5.0,1396.0,6.0,0.0,8.0,1514.0,66.0,296.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,876.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,105.0,66.0,1234.0,1234.0,1234.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1824.0,0.0,0.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,98.0,0.0,0.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,948.0,0.0,5.0
1,5.0,764.0,6.0,0.0,8.0,1514.0,66.0,408.0,0.0,0.0
1,5.0,1484.0,6.0,0.0,8.0,1484.0,66.0,1806.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,2022.0,0.0,0.0
1,5.0,1396.0,6.0,0.0,8.0,1514.0,66.0,392.0,0.0,7.0
2,5.0,142.0,17.0,0.0,0.0,1422.0,142.0,1183.0,0.0,6.0
2,5.0,944.0,17.0,0.0,0.0,1074.0,52.0,607.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,566.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,1747.0,0.0,253.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,1671.0,0.0,2.0
1,5.0,773.0,6.0,0.0,8.0,1484.0,66.0,2134.0,0.0,2045.0
1,5.0,117.0,6.0,0.0,8.0,1514.0,66.0,347.0,0.0,4.0
1,5.0,66.0,6.0,0.0,8.0,105.0,66.0,1240.0,1240.0,1240.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,1212.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,195.0,0.0,6.0
1,5.0,117.0,6.0,0.0,8.0,1514.0,66.0,429.0,0.0,0.0
1,5.0,1396.0,6.0,0.0,8.0,1514.0,66.0,729.0,0.0,6.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,976.0,0.0,3.0
0,5.0,1474.0,6.0,0.0,8.0,1474.0,66.0,753.0,0.0,7.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,726.0,0.0,0.0
1,5.0,185.0,6.0,0.0,8.0,1514.0,66.0,351.0,0.0,0.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,591.0,0.0,0.0
2,5.0,410.0,17.0,0.0,0.0,1074.0,52.0,568.0,0.0,191.0
1,5.0,1475.0,6.0,0.0,8.0,1514.0,66.0,314.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,1806.0,0.0,0.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1665.0,0.0,4.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,195.0,0.0,9.0
0,5.0,364.0,6.0,0.0,5.0,1498.0,54.0,1996.0,0.0,95.0
0,5.0,1484.0,6.0,0.0,8.0,1484.0,66.0,1215.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1478.0,66.0,1749.0,0.0,1366.0
2,5.0,54.0,17.0,0.0,0.0,1074.0,52.0,638.0,0.0,3.0
1,5.0,990.0,6.0,0.0,8.0,1484.0,66.0,2134.0,0.0,0.0
2,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,768.0,0.0,0.0
1,5.0,640.0,6.0,0.0,5.0,1514.0,54.0,379.0,0.0,5.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,194.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,195.0,0.0,0.0
2,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,768.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,530.0,66.0,591.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,2165.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,2178.0,0.0,0.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,982.0,0.0,0.0
1,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,264.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,749.0,0.0,0.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1861.0,0.0,0.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,1093.0,0.0,0.0
0,5.0,1498.0,6.0,0.0,5.0,1498.0,54.0,2004.0,0.0,0.0
1,5.0,97.0,6.0,0.0,8.0,1514.0,66.0,634.0,0.0,7.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,963.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,247.0,66.0,0.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,284.0,0.0,3.0
1,5.0,54.0,6.0,0.0,5.0,1116.0,54.0,1479.0,0.0,0.0
0,5.0,1514.0,6.0,0.0,5.0,1514.0,54.0,17.0,0.0,8.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,717.0,0.0,0.0
2,5.0,76.0,17.0,0.0,0.0,1392.0,67.0,364.0,0.0,18.0
2,5.0,52.0,17.0,0.0,0.0,1074.0,52.0,513.0,0.0,0.0
1,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,239.0,0.0,106.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,192.0,0.0,0.0
0,5.0,54.0,6.0,0.0,5.0,1498.0,54.0,2026.0,0.0,14.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,717.0,0.0,6.0
2,5.0,56.0,17.0,0.0,0.0,1074.0,51.0,617.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,155.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,2139.0,0.0,0.0
2,5.0,215.0,17.0,0.0,0.0,1074.0,52.0,591.0,0.0,0.0
2,5.0,238.0,6.0,0.0,8.0,1514.0,66.0,2.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,1033.0,0.0,0.0
2,5.0,307.0,17.0,0.0,0.0,1074.0,51.0,617.0,0.0,0.0
1,5.0,93.0,6.0,0.0,8.0,1484.0,66.0,1921.0,0.0,0.0
1,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,250.0,0.0,0.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,689.0,0.0,0.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1871.0,0.0,72.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,375.0,0.0,0.0
1,5.0,439.0,6.0,0.0,8.0,1494.0,66.0,1721.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,1980.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,192.0,0.0,2.0
0,5.0,1474.0,6.0,0.0,8.0,1474.0,66.0,1265.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,268.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,195.0,0.0,4.0
0,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,2384.0,0.0,294.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,1517.0,0.0,0.0
1,5.0,1514.0,6.0,0.0,5.0,1514.0,54.0,28.0,0.0,2.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,977.0,0.0,0.0
0,5.0,105.0,6.0,0.0,5.0,1514.0,54.0,1407.0,0.0,0.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,885.0,0.0,0.0
1,5.0,185.0,6.0,0.0,8.0,1514.0,66.0,372.0,0.0,0.0
1,5.0,396.0,6.0,0.0,5.0,1514.0,54.0,182.0,0.0,182.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,754.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1455.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1916.0,0.0,0.0
2,5.0,307.0,17.0,0.0,0.0,1074.0,52.0,695.0,0.0,0.0
2,5.0,204.0,6.0,0.0,8.0,1474.0,66.0,1063.0,0.0,55.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,196.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1764.0,0.0,0.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,377.0,0.0,0.0
1,5.0,322.0,6.0,0.0,8.0,1514.0,66.0,863.0,0.0,0.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,614.0,0.0,45.0
0,5.0,450.0,6.0,0.0,8.0,1514.0,66.0,434.0,0.0,158.0
1,5.0,1475.0,6.0,0.0,8.0,1514.0,66.0,401.0,0.0,19.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1455.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,615.0,0.0,4.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1640.0,0.0,12.0
2,5.0,142.0,17.0,0.0,0.0,478.0,142.0,30.0,30.0,30.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,591.0,0.0,0.0
2,5.0,307.0,17.0,0.0,0.0,1074.0,52.0,695.0,0.0,0.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,930.0,0.0,4.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1036.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,972.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,17.0,0.0,5.0
2,5.0,142.0,17.0,0.0,0.0,1422.0,142.0,748.0,0.0,4.0
2,5.0,142.0,17.0,0.0,0.0,1422.0,142.0,1557.0,0.0,37.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,607.0,0.0,199.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,979.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,960.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,98.0,0.0,98.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,195.0,0.0,2.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1257.0,0.0,0.0
0,5.0,54.0,6.0,0.0,5.0,1498.0,54.0,1996.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,284.0,0.0,4.0
1,5.0,54.0,6.0,0.0,5.0,210.0,54.0,1290.0,81.0,876.0
2,5.0,70.0,17.0,0.0,0.0,1074.0,52.0,591.0,0.0,48.0
1,5.0,1484.0,6.0,0.0,8.0,1484.0,66.0,1448.0,0.0,0.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,607.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,18.0,0.0,0.0
2,5.0,307.0,17.0,0.0,0.0,1074.0,52.0,607.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,749.0,0.0,1.0
0,5.0,243.0,6.0,0.0,8.0,1510.0,66.0,1035.0,2.0,1031.0
0,5.0,86.0,6.0,0.0,13.0,1494.0,66.0,987.0,0.0,0.0
0,5.0,1484.0,6.0,0.0,8.0,1484.0,66.0,1854.0,0.0,0.0
0,5.0,156.0,6.0,0.0,8.0,1474.0,66.0,1096.0,0.0,501.0
2,5.0,307.0,17.0,0.0,0.0,1074.0,52.0,695.0,0.0,0.0
2,5.0,307.0,17.0,0.0,0.0,1074.0,52.0,695.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,387.0,66.0,12.0,12.0,12.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,859.0,0.0,859.0
1,5.0,388.0,6.0,0.0,8.0,1514.0,66.0,2229.0,0.0,2229.0
2,5.0,54.0,17.0,0.0,0.0,1074.0,52.0,695.0,0.0,172.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,884.0,0.0,5.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,730.0,0.0,0.0
1,5.0,60.0,6.0,0.0,5.0,1514.0,54.0,2057.0,0.0,13.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,607.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,1122.0,0.0,4.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,1024.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,1565.0,0.0,307.0
2,5.0,56.0,17.0,0.0,0.0,1074.0,52.0,695.0,0.0,63.0
1,5.0,97.0,6.0,0.0,8.0,1514.0,66.0,465.0,0.0,5.0
2,5.0,1020.0,6.0,0.0,8.0,1514.0,66.0,1869.0,0.0,36.0
0,5.0,1484.0,6.0,0.0,8.0,1484.0,66.0,1215.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,375.0,0.0,196.0
0,5.0,94.0,6.0,0.0,15.0,1494.0,66.0,987.0,0.0,0.0
2,5.0,1474.0,6.0,0.0,8.0,1474.0,66.0,2119.0,0.0,4.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,552.0,0.0,370.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1455.0,0.0,0.0
2,5.0,307.0,17.0,0.0,0.0,1074.0,52.0,583.0,0.0,82.0
1,5.0,146.0,6.0,0.0,8.0,1484.0,66.0,413.0,0.0,413.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,195.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,20.0,2.0,18.0
2,5.0,1065.0,6.0,0.0,8.0,1514.0,66.0,2339.0,0.0,15.0
2,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,285.0,0.0,189.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,854.0,0.0,0.0
1,5.0,1484.0,6.0,0.0,8.0,1484.0,66.0,1427.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,105.0,66.0,1242.0,1242.0,1242.0
2,5.0,97.0,6.0,0.0,8.0,473.0,66.0,984.0,8.0,16.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,2025.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,1979.0,0.0,8.0
2,5.0,66.0,17.0,0.0,0.0,1400.0,66.0,269.0,0.0,10.0
2,5.0,244.0,6.0,0.0,8.0,1514.0,66.0,1050.0,0.0,1009.0
1,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,1785.0,0.0,8.0
1,5.0,104.0,6.0,0.0,8.0,1494.0,66.0,192.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,13.0,0.0,13.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,2096.0,0.0,0.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,856.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,103.0,0.0,3.0
1,5.0,66.0,6.0,0.0,8.0,583.0,66.0,21.0,7.0,7.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,268.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,2031.0,0.0,20.0
2,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,284.0,0.0,52.0
2,5.0,66.0,6.0,0.0,8.0,757.0,66.0,973.0,7.0,64.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,260.0,0.0,160.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,749.0,0.0,25.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,828.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,1984.0,0.0,40.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,2007.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,1262.0,0.0,15.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,717.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,478.0,0.0,197.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,375.0,0.0,7.0
2,5.0,526.0,17.0,0.0,0.0,1074.0,52.0,607.0,0.0,0.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,907.0,0.0,6.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,979.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,690.0,0.0,155.0
2,5.0,355.0,17.0,0.0,0.0,1074.0,52.0,607.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,749.0,0.0,21.0
0,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,2429.0,0.0,27.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,275.0,0.0,2.0
2,5.0,978.0,17.0,0.0,0.0,1074.0,52.0,591.0,0.0,0.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,932.0,0.0,33.0
0,5.0,66.0,6.0,0.0,8.0,1474.0,66.0,1096.0,0.0,490.0
2,5.0,307.0,17.0,0.0,0.0,1074.0,52.0,695.0,0.0,0.0
2,5.0,93.0,17.0,0.0,0.0,1392.0,67.0,322.0,0.0,12.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,1557.0,0.0,0.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,571.0,0.0,0.0
2,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,2210.0,0.0,320.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1507.0,0.0,0.0
2,5.0,252.0,6.0,0.0,5.0,1514.0,54.0,245.0,0.0,126.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,226.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,754.0,0.0,16.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,749.0,0.0,0.0
1,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,284.0,0.0,10.0
1,5.0,92.0,6.0,0.0,5.0,933.0,54.0,501.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,170.0,0.0,170.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1478.0,0.0,17.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1882.0,0.0,0.0
0,5.0,1029.0,6.0,2.0,8.0,1506.0,66.0,1020.0,1020.0,1020.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,591.0,0.0,0.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,801.0,0.0,0.0
2,5.0,307.0,17.0,0.0,0.0,1074.0,51.0,617.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1564.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1474.0,66.0,927.0,0.0,487.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,192.0,0.0,0.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,999.0,0.0,0.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,1514.0,6.0,6.0,6.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,34.0,0.0,0.0
2,5.0,142.0,17.0,0.0,0.0,1422.0,142.0,1102.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1143.0,0.0,0.0
2,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,1157.0,0.0,251.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,226.0,0.0,3.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1665.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,345.0,0.0,282.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,192.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,776.0,0.0,4.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,192.0,0.0,0.0
1,5.0,1475.0,6.0,0.0,8.0,1514.0,66.0,388.0,0.0,0.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,812.0,0.0,0.0
0,5.0,54.0,6.0,0.0,5.0,937.0,54.0,835.0,0.0,835.0
1,5.0,1484.0,6.0,0.0,8.0,1484.0,66.0,411.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,842.0,0.0,0.0
0,5.0,594.0,6.0,0.0,5.0,1514.0,54.0,629.0,0.0,0.0
2,5.0,1474.0,6.0,0.0,8.0,1474.0,66.0,1063.0,0.0,0.0
1,5.0,237.0,6.0,0.0,8.0,1494.0,66.0,1891.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,252.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,1747.0,0.0,0.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,876.0,0.0,0.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,1922.0,0.0,0.0
2,5.0,142.0,17.0,0.0,0.0,1422.0,142.0,930.0,0.0,19.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1828.0,0.0,9.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,754.0,0.0,21.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1645.0,0.0,0.0
0,5.0,1392.0,17.0,0.0,0.0,1392.0,67.0,2.0,0.0,0.0
2,5.0,142.0,17.0,0.0,0.0,1422.0,142.0,900.0,0.0,22.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,689.0,0.0,156.0
1,5.0,1514.0,6.0,0.0,5.0,1514.0,54.0,1042.0,0.0,0.0
0,5.0,1514.0,6.0,2.0,8.0,1514.0,66.0,890.0,0.0,2.0
2,5.0,66.0,6.0,0.0,8.0,1474.0,66.0,2119.0,0.0,782.0
1,5.0,1217.0,6.0,0.0,8.0,1494.0,66.0,16.0,2.0,16.0
0,5.0,66.0,6.0,0.0,8.0,1474.0,66.0,1096.0,0.0,196.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,2165.0,0.0,0.0
1,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,250.0,0.0,4.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,66.0,614.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,730.0,0.0,3.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,417.0,0.0,3.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,1875.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,617.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1474.0,66.0,1096.0,0.0,355.0
0,5.0,1498.0,6.0,0.0,5.0,1498.0,54.0,2090.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,749.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,7.0,0.0,6.0
1,5.0,411.0,6.0,0.0,5.0,411.0,54.0,1327.0,0.0,262.0
2,5.0,252.0,6.0,0.0,5.0,1514.0,54.0,285.0,0.0,88.0
1,5.0,1396.0,6.0,0.0,8.0,1514.0,66.0,402.0,0.0,14.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1455.0,0.0,10.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,614.0,0.0,11.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,226.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,2032.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,105.0,66.0,1270.0,1270.0,1270.0
2,5.0,172.0,6.0,0.0,5.0,1514.0,54.0,1103.0,0.0,0.0
1,5.0,1396.0,6.0,0.0,8.0,1514.0,66.0,372.0,0.0,0.0
0,5.0,236.0,6.0,0.0,8.0,1494.0,66.0,2535.0,0.0,5.0
0,5.0,63.0,6.0,0.0,5.0,1514.0,54.0,4.0,0.0,0.0
1,5.0,1392.0,17.0,0.0,0.0,1392.0,67.0,931.0,0.0,0.0
